"UID","PropertyName","Lon","Lat","AgencyID","Name","Value","Address","Violations2010","REACNumber","Borough","CD","CityCouncilDistrict","CensusTract","BuildingCount","UnitCount","YearBuilt","Owner","Rental.Coop","OwnerProfitStatus","AffordabilityRestrictions","StartAffordabilityRestrictions"
101606,"UNIVERSITY RIVERVIEW APARTMENTS",-73.92132035,40.85095916,"BBL 2-02880-0153;HPD Property C2101;HUD Property 800016012","UNIVERSITY RIVERVIEW;UNIVERSITY RIVERVIEW APARTMENTS;UNIVESITY RIVERVIEW APTS",3421900,"1750 SEDGWICK AVENUE",4,NA,"Bronx","BX05: Fordham/University Heights",16,"Bronx 205",2,227,1974,"UNIVERSITY  RIVERVIEW","Rental","","Affordable",1975
101612,"VANDERVEER ESTATES SEC 2",-73.94456629,40.63812607,"BBL 3-04981-0001","VANDERVEER ESTATES SEC 2",5085000,"1401 NEW YORK AVE",5,NA,"Brooklyn","BK17: East Flatbush",45,"Brooklyn 782",1,504,1950,"RENAISSANCE EQUITY HO","Rental","","Not Affordable",1986
101613,"VANDERVEER ESTATES SEC 3",-73.96470281,40.63359963,"BBL 3-05234-0035","VANDERVEER ESTATES SEC 3",343800,"1301 FOSTER AVE",2,NA,"Brooklyn","BK14: Flatbush/Midwood",40,"Brooklyn 520",1,504,1931,"MUSTAFA AHMED","Rental","","Not Affordable",1982
101614,"VANDERVEER ESTATES SEC 4",-73.94456629,40.63812607,"BBL 3-04981-0001","VANDERVEER ESTATES SEC 4",5085000,"1401 NEW YORK AVE",12,NA,"Brooklyn","BK17: East Flatbush",45,"Brooklyn 782",1,420,1950,"RENAISSANCE EQUITY HO","Rental","","Not Affordable",1982
101615,"VANDERVEER ESTATES SEC 5",-73.94209808,40.63822641,"BBL 3-05000-0200","VANDERVEER ESTATES SEC 5",1773900,"1405 BROOKLYN AVENUE",10,NA,"Brooklyn","BK17: East Flatbush",45,"Brooklyn 782",1,564,1950,"RENAISSANCE EQUITY HO","Rental","","Not Affordable",1984
101616,"VANDERVEER ESTATES SEC I",-73.94746941,40.63936807,"BBL 3-04964-0047","VANDERVEER ESTATES SEC I",1998900,"3101 FOSTER AVENUE",19,NA,"Brooklyn","BK17: East Flatbush",45,"Brooklyn 830",1,504,1950,"RENAISSANCE EQUITY HO","Rental","","Not Affordable",1986
101620,"VILLAGE EAST TOWERS",-73.97647678,40.72606837,"BBL 1-00382-0100;HPD Property C1101","170 Avenue C;411 East 10 Street;711 East 11 Street;VILLAGE EAST TOWERS",37503000,"162 AVENUE C;411 EAST 10 STREET;711 EAST 11 STREET",0,NA,"Manhattan","MN03: Lower East Side/Chinatown",2,"Manhattan 28",3,434,1950,"VILLAGE EAST TOWERS I","Coop","","Affordable",1968
101632,"WASHINGTON SQUARE SE",-73.99894649,40.72714671,"BBL 1-00524-0001;HPD Property C1105","505 LaGuardia Place;WASHINGTON SQUARE S.E.;WASHINGTON SQUARE SE",10044000,"487 WEST BROADWAY",0,NA,"Manhattan","MN02: Greenwich Village/Soho",1,"Manhattan 55.01",1,175,1966,"WASHINGTON SQ. APARTM","Coop","","Affordable",1967
101633,"WATERVIEW TOWERS",-73.99157852,40.58918857,"BBL 3-06933-0055","Anthony J. Contello;WATERVIEW TOWERS",8533764,"2630 CROPSEY AVENUE",0,NA,"Brooklyn","BK13: Coney Island",47,"Brooklyn 314",1,321,1963,"WATERVIEW TOWERS INC","Coop","","Not Affordable",NA
101639,"WELLESLEY APTS",-73.95971766,40.76889545,"BBL 1-01426-0035","WELLESLEY APTS",10512000,"218 EAST 72 STREET",0,NA,"Manhattan","MN08: Upper East Side",4,"Manhattan 126",1,432,1929,"220 E 72 ST CO","Rental","","Not Affordable",1996
101641,"WEST 87 STREET GARDENS",-73.97223375,40.78713514,"BBL 1-01217-0138","WEST 87 STREET GARDENS",171873,"106 WEST 87 STREET",0,NA,"Manhattan","MN07: Upper West Side",6,"Manhattan 173",1,20,1910,"106 108 WEST 87TH STR","Rental","","Not Affordable",1967
101648,"WESTSIDE MANOR",-73.96767428,40.79162981,"BBL 1-01208-0001;HPD Property C1109","WESTSIDE MANOR",3358000,"52 WEST 95 STREET",0,NA,"Manhattan","MN07: Upper West Side",6,"Manhattan 181",1,246,1968,"NORTH CAROLINA LEASIN","Rental","","Not Affordable",1968
101649,"WESTVIEW APTS",-73.96925812,40.79502821,"BBL 1-01852-0001;HPD Property C1111","WESTVIEW APARTMENTS;WESTVIEW APTS",2350800,"765 AMSTERDAM AVENUE",0,NA,"Manhattan","MN07: Upper West Side",8,"Manhattan 185",1,138,1965,"765 AMSTERDAM AVE LLC","Rental","","Not Affordable",1966
101650,"WESTVIEW TOWERS",-73.98271196,40.764699,"BBL 1-01026-0049","WESTVIEW TOWERS",19883000,"220 WEST 55 STREET",0,NA,"Manhattan","MN05: Midtown",3,"Manhattan 137",1,233,1979,"230 WEST 55TH STREET","Rental","","Not Affordable",1980
101651,"WESTWOOD HOUSE",-73.96792052,40.79025203,"BBL 1-01206-0045;HPD Property C1115;HUD Property 800016096","WESTWOOD HOUSE",3020400,"38 WEST 93 STREET",0,NA,"Manhattan","MN07: Upper West Side",6,"Manhattan 177",1,124,1971,"WESTWOOD HOUSE LLC","Rental","","Affordable",1971
101658,"WILLOUGHBY WYCKOFF HSES",-73.92083876,40.70587784,"BBL 3-03211-0003;BBL 3-03211-0010;BBL 3-03211-0012;BBL 3-03211-0013;BBL 3-03211-0015;BBL 3-03222-0009;SHARS 19900458","WILLOUGHBY WYCKOFF HSES",506653,"1330 WILLOUGHBY AVENUE;1332 WILLOUGHBY AVENUE;1338 WILLOUGHBY AVENUE;61 WYCKOFF AVENUE;77 WYCKOFF AVENUE;81 WYCKOFF AVENUE",1,NA,"Brooklyn","BK04: Bushwick",34,"Brooklyn 445",6,68,1931,"WYCKOFF HEIGHTS REALT","Rental","","Not Affordable",1988
101659,"WINDSOR 400",-73.95624248,40.76673682,"BBL 1-01465-0001","WINDSOR 400",33494000,"400 EAST 71 STREET",0,NA,"Manhattan","MN08: Upper East Side",5,"Manhattan 124",1,417,1979,"TRANSWORLD EQUITIES","Rental","","Not Affordable",1980
101663,"WOODRUFF APARTMENTS",-73.96368315,40.65356484,"BBL 3-05053-0001","WOODRUFF APARTMENTS",417610,"65 WOODRUFF AVENUE",1,NA,"Brooklyn","BK14: Flatbush/Midwood",40,"Brooklyn 508",1,84,1915,"WOODRUFF 79 LLC","Rental","","Not Affordable",1990
101664,"WOODSTOCK TERRACE",-73.90539136,40.82251478,"BBL 2-02638-0001;HPD Property C2103","890 Trinity Avenue;920 Trinity Avenue;WOODSTOCK TERRACE",9113400,"872 TRINITY AVENUE;920 TRINITY AVENUE",0,NA,"Bronx","BX03: Morrisania/Crotona",16,"Bronx 133",2,320,1960,"WOODSTOCK TERRACE MUT","Coop","","Affordable",1962
101668,"XDI CORP",-73.97598281,40.78528329,"BBL 1-01213-7506","XDI CORP",NA,"164 WEST 83 STREET",0,NA,"Manhattan","MN07: Upper West Side",6,"Manhattan 169",1,10,1955,"","Rental","","Not Affordable",1971
101672,"YORKVILLE PLAZA",-73.94826868,40.78427235,"BBL 1-01541-0021;HFA 1229","Normandie Court I;YORKVILLE PLAZA",130140000,"215 EAST 95 STREET;225 EAST 95 STREET",0,NA,"Manhattan","MN08: Upper East Side",4,"Manhattan 156.01",2,336,1986,"MF ASSOCIATES OF NEW","Rental","","Affordable",1989
400002,"CLAYTON APARTMENTS",-73.94159486,40.81385727,"BBL 1-01919-0026;HPD Property C1007","481 Lenox Avenue;CLAYTON APARTMENTS",2979900,"481 LENOX AVENUE",0,NA,"Manhattan","MN10: Central Harlem",9,"Manhattan 228",1,159,1963,"CLAYTON APARTMENTS","Coop","","Affordable",1963
400012,"F.I.T. STAFF HOUSING",-73.99536245,40.74702683,"BBL 1-00776-0055;HPD Property C1027","F.I.T. STAFF HOUSING",6039000,"226 WEST 27 STREET",0,NA,"Manhattan","MN05: Midtown",3,"Manhattan 95",1,214,1974,"F I T STAFF HSG CO","Rental","","Affordable",1974
400013,"FRANKLIN PLAZA",-73.94077366,40.79077375,"BBL 1-01656-0001;BBL 1-01678-0001;HPD Property C1029","FRANKLIN PLAZA",320130000,"1925 3 AVENUE;1945 3 AVENUE;2065 1 AVENUE;2075 1 AVENUE;2075 2 AVENUE;2078 2 AVENUE;2081 2 AVENUE;2086 2 AVENUE;211 EAST 106 STREET;225 EAST 106 STREET;315 EAST 106 STREET;324 EAST 108 STREET;325 EAST 106 STREET;334 EAST 108 STREET",2,NA,"Manhattan","MN11: East Harlem",8,"Manhattan 170",14,1632,1959,"FRANKLIN PLAZA APARTM","Coop","","Affordable",1962
400018,"HARGRAVE HOUSE",-73.97953501,40.77707449,"BBL 1-01143-0030;HPD Property C1039","111 WEST 71ST STREET;HARGRAVE HOUSE",2566800,"105 WEST 71 STREET",1,NA,"Manhattan","MN07: Upper West Side",6,"Manhattan 157",1,112,1905,"HARGRAVE HOUSING  DEV","Rental","","Not Affordable",1975
400021,"INDEPENDENCE HOUSE",-73.97102534,40.79239648,"BBL 1-01224-0058;HPD Property C1045","176 W  94 ST;INDEPENDENCE HOUSE",2832300,"168 WEST 94 STREET",1,NA,"Manhattan","MN07: Upper West Side",6,"Manhattan 177",1,120,1967,"INDEPENDENCE HOUSE AS","Rental","","Affordable",1967
400029,"MASARYK TOWERS",-73.98084104,40.71787335,"BBL 1-00333-0001;HPD Property C1061","MASARYK TOWERS",112572000,"61 COLUMBIA STREET;71 COLUMBIA STREET;75 COLUMBIA STREET;83 COLUMBIA STREET",2,NA,"Manhattan","MN03: Lower East Side/Chinatown",2,"Manhattan 22.01",4,1105,1966,"MASARYK TOWERS CORP","Coop","","Affordable",1967
400035,"RIVER TERRACE",-73.94808075,40.8354091,"BBL 1-02134-0206;BBL 1-02134-0218;HPD Property C1075","156-10&20 Riverside Drive W;RIVER TERRACE",15725515,"156-10 RIVERSIDE DRIVE WEST;157-10 RIVERSIDE DRIVE",3,NA,"Manhattan","MN12: Washington Heights/Inwood",7,"Manhattan 241",2,430,1963,"158TH STREET RIVERSID","Coop","","Affordable",1964
400047,"VILLAGE VIEW",-73.98563005,40.72541114,"BBL 1-00430-0001;BBL 1-00431-0001;BBL 1-00432-0001;HPD Property C1103","VILLAGE VIEW",121317300,"155 EAST 4 STREET;173 EAST 4 STREET;40 1 AVENUE;410 EAST 6 STREET;430 EAST 6 STREET;60 1 AVENUE;80 1 AVENUE",0,NA,"Manhattan","MN03: Lower East Side/Chinatown",2,"Manhattan 32",7,1232,1964,"VILLAGE VIEW HOUSING","Coop","","Affordable",1964
400049,"WATERSIDE",-73.97349937,40.73748039,"BBL 1-00991-0060;HPD Property C1107","WATERSIDE",178028000,"10 WATERSIDE PLAZA;20 WATERSIDE PLAZA;25 WATERSIDE PLAZA;30 WATERSIDE PLAZA",0,NA,"Manhattan","MN06: Stuyvesant Town/Turtle Bay",4,"Manhattan 44.02",4,1098,1973,"WATERSIDE PLAZA LP","Rental","","Not Affordable",1973
400052,"WEST VILLAGE APARTMENTS",-74.00953635,40.73158184,"BBL 1-00603-0001;BBL 1-00604-0014;BBL 1-00636-0060;BBL 1-00637-0025;BBL 1-00637-0030;BBL 1-00637-0066;BBL 1-00638-0019;BBL 1-00638-1001;HPD Property C1113","WEST VILLAGE APARTMENTS",132995266,"105 MORTON STREET;107 MORTON STREET;111 MORTON STREET;115 MORTON STREET;119 MORTON STREET;121 MORTON STREET;125 BARROW STREET;129 BARROW STREET;131 BARROW STREET;133 BARROW STREET;137 BARROW STREET;140 BANK STREET;141 BARROW STREET;146 BANK STREET;148 BANK STREET;152 BANK STREET;156 BANK STREET;160 BANK STREET;348 WEST 11 STREET;352 WEST 11 STREET;353 WEST 11 STREET;357 WEST 11 STREET;376 WEST STREET;379 WEST STREET;382 WEST STREET;618 WASHINGTON STREET;622 WASHINGTON STREET;626 WASHINGTON STREET;634 WASHINGTON STREET;636 WASHINGTON STREET;638 WASHINGTON STREET;666 WASHINGTON STREET;676 WASHINGTON STREET;684 WASHINGTON STREET;694 WASHINGTON STREET;704 WASHINGTON STREET;726 WASHINGTON STREET",0,NA,"Manhattan","MN02: Greenwich Village/Soho",3,"Manhattan 69",39,420,1960,"WVH HOUSING DEVELOPME","Rental","","Not Affordable",1976
400054,"YORK HILL",-73.94887324,40.7728765,"BBL 1-01578-0001;HPD Property C1117","1540 YORK AVE;YORK HILL",13590000,"1532 YORK AVENUE",0,NA,"Manhattan","MN08: Upper East Side",5,"Manhattan 136",1,296,1962,"YORK HILL HOUSING INC","Coop","","Affordable",1963
400056,"ADEE TOWERS",-73.86990388,40.87043017,"BBL 2-04543-0001;HPD Property C2001","3000 BRONX PARK EAST;ADEE TOWERS",4973400,"3000 BRONX PARK EAST",1,NA,"Bronx","BX12: Williamsbridge/Baychester",11,"Bronx 336",1,292,1961,"ADEE TOWERS","Coop","","Affordable",1962
400060,"BRONXWOOD TOWERS",-73.85253296,40.89213622,"BBL 2-05000-0001;HPD Property C2015","855 E 233 ST;BRONXWOOD TOWERS",1503000,"855 EAST 233 STREET",3,NA,"Bronx","BX12: Williamsbridge/Baychester",12,"Bronx 430",1,108,1964,"BRONXWOOD TOWER INC","Coop","","Affordable",1964
400064,"CAROL GARDENS",-73.86183525,40.82267942,"BBL 2-03642-0001;HPD Property C2023","820-1 Thieriot Avenue;820-2 Thierot Street;CAROL GARDENS",8254800,"800 THIERIOT AVENUE;880 THIERIOT AVENUE",1,NA,"Bronx","BX09: Parkchester/Soundview",18,"Bronx 36",2,314,1968,"LORAC HOUSE INC","Rental","","Affordable",1967
400065,"CHATTERTON TERRACE",-73.85718857,40.82783656,"BBL 2-03788-0021;HPD Property C2025","1041 PUGLSEY AVE;CHATTERTON TERRACE",1847700,"1031 PUGSLEY AVENUE",0,NA,"Bronx","BX09: Parkchester/Soundview",18,"Bronx 40.01",1,132,1963,"CHATTERTON TERRACE","Coop","","Affordable",1962
400068,"DENNIS LANE APARTMENTS",-73.88828778,40.85003164,"BBL 2-03083-0001;HPD Property C2033","DENNIS LANE APARTMENTS",7061400,"2141 CROTONA AVENUE;661 EAST 181 STREET",0,NA,"Bronx","BX06: Belmont/East Tremont",15,"Bronx 373",2,280,1959,"DENNIS LANE APT INC","Coop","","Affordable",1959
400069,"EVERGREEN GARDENS",-73.87912858,40.82210324,"BBL 2-03649-0001;BBL 2-03650-0001;HPD Property C2035","950-955 EVERGREEN AVE;955 Evergreen Avenue;EVERGREEN GARDENS",3744900,"900 EVERGREEN AVENUE;901 EVERGREEN AVENUE",0,NA,"Bronx","BX09: Parkchester/Soundview",17,"Bronx 28",2,355,1964,"PEREZ, NESTOR","Rental","","Affordable",1962
400071,"GENERAL SEDGWICK",-73.9244262,40.84700064,"BBL 2-02880-0017;HPD Property C2039","GENERAL SEDGWICK",1551600,"1516 SEDGWICK AVENUE",17,NA,"Bronx","BX05: Fordham/University Heights",16,"Bronx 205",1,101,1969,"WFHA 1520 SEDGWICK, L","Rental","","Not Affordable",1969
400073,"HUTCHINSON PARKWAY APTS.",-73.8351831,40.85117566,"BBL 2-04230-0015;HPD Property C2045","1950 HUTCHINSON RIVER PKWY;HUTCHINSON PARKWAY APTS.",2277900,"1950 HUTCH RIVER PARKWAY EAST",0,NA,"Bronx","BX10: Throgs Neck/Co-op City",13,"Bronx 300",2,158,1961,"HUTCHINSON PWAY APTS","Coop","","Affordable",1961
400076,"KELLY TOWERS",-73.88237227,40.85323706,"BBL 2-03114-0052;HPD Property C2051","2375 Southern Boulevard;KELLY TOWERS",1462906,"2371 SOUTHERN BOULEVARD",1,NA,"Bronx","BX06: Belmont/East Tremont",15,"Bronx 393",2,301,1974,"EDUCATIONAL CONSTRUCT","Rental","","Affordable",1975
400079,"LA FONTAINE APARTMENTS",-73.89372899,40.84698193,"BBL 2-03068-0006;HPD Property C2059","LA FONTAINE APARTMENTS",875178,"1972 LA FONTAINE AVENUE",0,NA,"Bronx","BX06: Belmont/East Tremont",15,"Bronx 375.02",2,48,1925,"1974-76 LAFONTAINE AV","Coop","","Not Affordable",1975
400080,"LIND-RIC",-73.86894441,40.86192328,"BBL 2-04425-0001;HPD Property C2063","2410 BARKER AVE;LIND-RIC",2751300,"2400 BARKER AVENUE",0,NA,"Bronx","BX11: Morris Park/Bronxdale",15,"Bronx 332",1,171,1963,"LIND RIC HOUSING CO I","Coop","","Affordable",1963
400081,"LINDVILLE",-73.86803922,40.87901893,"BBL 2-04641-0016;HPD Property C2065","3555 OLINVILLE AVE;LINDVILLE",2058300,"3551 OLINVILLE AVENUE",1,NA,"Bronx","BX12: Williamsbridge/Baychester",12,"Bronx 378",1,142,1965,"LINDVILL HOUSING INC","Coop","","Affordable",1966
400087,"RIVER PLAZA",-73.87437632,40.83032681,"BBL 2-03778-0010;HPD Property C2081","RIVER PLAZA",2275200,"1222 MORRISON AVENUE",1,NA,"Bronx","BX09: Parkchester/Soundview",18,"Bronx 62",1,153,1968,"STELLAR MORRISON LLC","Rental","","Not Affordable",1969
400088,"ROSEDALE GARDENS",-73.86555671,40.82448161,"BBL 2-03663-0002;HPD Property C2083","1760 BRUCKNER BLVD;1770 BRUCKNER BLVD;1790 BRUCKNER BLVD;1810 BRUCKNER BLVD;ROSEDALE GARDENS",5110200,"1810 BRUCKNER BOULEVARD",0,NA,"Bronx","BX09: Parkchester/Soundview",18,"Bronx 36",1,407,1958,"ROSEDALE GARDICE","Coop","","Affordable",1961
400093,"TIBBETT TOWERS",-73.90826898,40.88163793,"BBL 2-05714-0164;HPD Property C2093","3130 IRWIN AVE;TIBBETT TOWERS",6832200,"3115 TIBBETT AVENUE;3130 IRWIN AVENUE",0,NA,"Bronx","BX08: Riverdale/Fieldston",11,"Bronx 289",2,224,1961,"NEW YORK TEACHERS HOU","Coop","","Affordable",1960
400094,"TILDEN TOWERS 1",-73.86232224,40.87718978,"BBL 2-04659-0031;HPD Property C2095","3511 Barnes Ave;TILDEN TOWERS 1",1915200,"3501 BARNES AVENUE",0,NA,"Bronx","BX12: Williamsbridge/Baychester",12,"Bronx 380",1,125,1967,"TILDEN TOWERS I","Coop","","Affordable",1967
400095,"TILDEN TOWERS 2",-73.86077022,40.87753924,"BBL 2-04671-0051;HPD Property C2097","801 TILDEN ST;801-25 TILDEN STREET;TILDEN TOWERS 2",3702600,"801 TILDEN STREET",0,NA,"Bronx","BX12: Williamsbridge/Baychester",12,"Bronx 380",1,265,1971,"TILDEN TOWERS  II","Coop","","Affordable",1971
400096,"TRACEY TOWERS",-73.88638355,40.87927724,"BBL 2-03251-0490;HPD Property C2099","TRACEY TOWERS",32616000,"20 WEST MOSHULU PARKWAY SOUTH",15,NA,"Bronx","BX07: Kingsbridge Heights/Bedford",11,"Bronx 409",2,869,1975,"TRACEY TOWERS ASSOCS","Rental","","Affordable",1974
400104,"CADMAN PLAZA NORTH",-73.9913012,40.70038502,"BBL 3-00212-0001;HPD Property C3015","140 Cadman Plaza West;CADMAN PLAZA NORTH",8427000,"108 OLD FULTON STREET",0,NA,"Brooklyn","BK02: Fort Greene/Brooklyn Heights",33,"Brooklyn 1",1,250,1967,"CADMAN PLAZA NORTH IN","Coop","","Affordable",1965
400106,"CONTELLO TOWERS 2",-73.98998025,40.58698163,"BBL 3-06937-0048;HPD Property C3019","2740 CROPSEY AVE.;2740 Cropsey Avenue;CONTELLO TOWERS 2",14212000,"2015 SHORE PARKWAY SR NORTH;2740 CROPSEY AVENUE",1,NA,"Brooklyn","BK13: Coney Island",47,"Brooklyn 314",2,321,1962,"CONTELLO TOWERS 2 INC","Coop","","Affordable",1962
400111,"HARWAY TERRACE",-73.98435653,40.58691787,"BBL 3-06919-0001;HPD Property C3031","2475 W  16 ST;2483 W  16 ST;HARWAY TERRACE",14346000,"2475 WEST 16 STREET;2483 WEST 16 STREET",0,NA,"Brooklyn","BK13: Coney Island",47,"Brooklyn 308",2,360,1963,"HARWAY TERRACE INC","Coop","","Affordable",1963
400112,"HIGHLAWN TERRACE",-73.97656831,40.59916107,"BBL 3-07084-0039;HPD Property C3033","HIGHLAWN TERRACE",2553300,"225 AVENUE T",0,NA,"Brooklyn","BK11: Bensonhurst",47,"Brooklyn 410",1,124,1960,"HIGHLAWN TERRACE INC","Coop","","Affordable",1960
400113,"KINGS BAY 1",-73.93800573,40.59084373,"BBL 3-07447-0028;HPD Property C3035","KINGS BAY 1",37080000,"2502 BATCHELDER STREET;2540 BATCHELDER STREET;2560 BATCHELDER STREET;2955 AVENUE Z",0,NA,"Brooklyn","BK15: Sheepshead Bay",48,"Brooklyn 596",4,538,1958,"KINGSBAY SECTION ONE","Coop","","Affordable",1958
400115,"LINDEN PLAZA",-73.86592376,40.67279918,"BBL 3-04271-0005;BBL 3-04271-0040;BBL 3-04271-0080;BBL 3-04271-9001;HPD Application 2008-005;HPD Property C3039","LINDEN PLAZA;Linden Plaza Apartments",165371297,"671 LINCOLN AVENUE;725 LINCOLN AVENUE;735 LINCOLN AVENUE;737 LINCOLN AVENUE;747 LINCOLN AVENUE;750 ELDERT LANE;755 LINCOLN AVENUE;760 ELDERT LANE;770 ELDERT LANE;780 ELDERT LANE;790 ELDERT LANE",30,NA,"Brooklyn","BK05: East New York/Starrett City",42,"Brooklyn 1208",36,1525,1971,"LINDEN PLAZA HSING CO","Rental","For Profit","Affordable",1971
400116,"LINDSAY PARK",-73.94693472,40.70458632,"BBL 3-03058-0001;BBL 3-03058-0100;BBL 3-03060-0075;BBL 3-03077-0001;BBL 3-03078-0001;HPD Property C3041","LINDSAY PARK",86776200,"13 MOORE STREET;190 UNION AVENUE;25 BOERUM STREET;30 MONTROSE AVENUE;42 BOERUM STREET;67 MANHATTAN AVENUE;7 LEONARD STREET;77 BOERUM STREET",0,NA,"Brooklyn","BK01: Greenpoint/Williamsburg",34,"Brooklyn 491",8,2702,1963,"LINDSAY PARK HGS CORP","Coop","","Affordable",1964
400117,"LUNA PARK",-73.9779869,40.57793036,"BBL 3-07268-0001;HPD Property C3043","2817 W  12 ST;2823 W  12 ST;2879 W  12 ST;2892 W  12 ST;2954 W    8 ST;828 NEPTUNE AVE;LUNA PARK",170550000,"2814 WEST 8 STREET;2817 WEST 12 STREET;2879 WEST 12 STREET;2892 WEST 8 STREET;2954 WEST 8 STREET",0,NA,"Brooklyn","BK13: Coney Island",47,"Brooklyn 350",5,1573,1960,"LUNA PARK HOUSING CO","Coop","","Affordable",1961
400120,"PRATT TOWERS",-73.96208066,40.6893973,"BBL 3-01933-0100;HPD Property C3053","333 LAFAYETTE AVE;PRATT TOWERS",7587000,"333 LAFAYETTE AVENUE",1,NA,"Brooklyn","BK02: Fort Greene/Brooklyn Heights",35,"Brooklyn 193",1,326,1963,"PRATT TOWERS INC","Coop","","Affordable",1965
400123,"RYERSON TOWERS",-73.96333919,40.68924949,"BBL 3-01933-0060;HPD Property C3059","309 LAFAYETTE AVE;RYERSON TOWERS",6849000,"309 LAFAYETTE AVENUE",0,NA,"Brooklyn","BK02: Fort Greene/Brooklyn Heights",35,"Brooklyn 193",1,326,1963,"RYERSON TOWERS INC","Coop","","Affordable",1964
400124,"SAM BURT HOUSES",-74.00228599,40.58041649,"BBL 3-06962-0011;HPD Property C3061","2675 W  36 ST;2675 WEST 36TH STREET;3502 BAY VIEW AVE;3504 BAY VIEW AVE;SAM BURT HOUSES",3672000,"2651 WEST 36 STREET;3502 BAY VIEW AVENUE",0,NA,"Brooklyn","BK13: Coney Island",47,"Brooklyn 330",3,146,1965,"SAM BURT HOUSES INC","Coop","","Affordable",1966
400125,"ST. JAMES TOWERS",-73.96439577,40.68912906,"BBL 3-01933-0001;HPD Property C3063","21 ST JAMES PL;ST. JAMES TOWERS",7299000,"11 ST JAMES PLACE",0,NA,"Brooklyn","BK02: Fort Greene/Brooklyn Heights",35,"Brooklyn 193",1,326,1963,"ST JAMES TOWERS","Coop","","Affordable",1963
400127,"AGUILAR GARDENS",-73.81188639,40.72858227,"BBL 4-06793-0225;HPD Property C4001","156-11 AGUILAR AVE;71-50 PARSONS BLVD;AGUILAR GARDENS",10522800,"156-11 AGUILAR AVENUE;71-50 PARSONS BOULEVARD",0,NA,"Queens","QN08: Hillcrest/Fresh Meadows",24,"Queens 1227.02",2,256,1960,"AGUILAR GARDENS INC","Coop","","Affordable",1959
400129,"BIG SIX TOWERS",-73.9046776,40.74066358,"BBL 4-02314-0001;BBL 4-02322-0001;HPD Property C4005","47 30 61st Street;59 40 Queens Blvd;59-55 Forty Seventh Ave;BIG SIX TOWERS",85866138,"46-10 61 STREET;47-30 61 STREET;59-02 QUEENS BOULEVARD;59-15 47 AVENUE;59-40 QUEENS BOULEVARD;59-55 47 AVENUE;60-10 47 AVENUE",0,NA,"Queens","QN02: Woodside/Sunnyside",26,"Queens 245",7,982,1964,"BIG SIX TOWERS INC","Coop","","Affordable",1963
400131,"CEDAR MANOR",-73.78504268,40.68501427,"BBL 4-12235-0002;HPD Property C4009","116-11 157 ST;116-31 157 ST;116-51 157 ST;CEDAR MANOR",13589100,"116-01 157 STREET;116-25 157 STREET;116-45 157 STREET",0,NA,"Queens","QN12: Jamaica/Hollis",28,"Queens 278",3,215,1962,"CEDAR MANOR MUT HOUS","Coop","","Affordable",1961
400132,"COURT PLAZA",-73.82772276,40.71150171,"BBL 4-03360-0001;BBL 4-03360-9001;HPD Property C4011","COURT PLAZA",9018400,"123-33 83 AVENUE;82-37 KEW GARDENS ROAD",3,NA,"Queens","QN09: Kew Gardens/Woodhaven",29,"Queens 216",2,248,1924,"N Y C EDUCATIONAL CON","Rental","","Not Affordable",1974
400133,"DAYTON BEACH PARK",-73.8113777,40.58580343,"BBL 4-16131-0001;HPD Property C4013","DAYTON BEACH PARK",18940680,"8600 SHORE FRONT PARKWAY",0,NA,"Queens","QN14: Rockaway/Broad Channel",32,"Queens 942.03",6,1144,1964,"DAYTON BEACH PARK 1 C","Coop","","Affordable",1964
400137,"OCEAN PARK",-73.75220468,40.59417799,"BBL 4-15638-0001;HFA 1588;HPD Property C4023","OCEAN PARK;Ocean Park Apartments",21762470,"120 BEACH 19 STREET;125 BEACH 17 STREET",0,NA,"Queens","QN14: Rockaway/Broad Channel",31,"Queens 1010.01",2,600,1971,"OCEAN PARK ACQUISITI","Rental","","Affordable",1972
400141,"PENN STATION SOUTH",-73.99806193,40.74855573,"BBL 1-00747-0001;BBL 1-00748-0001;BBL 1-00749-0001;BBL 1-00749-0024;BBL 1-00751-0001;BBL 1-00752-0001;HPD Property R1015","280-290 9th Ave;305 W 28th St;311-321 W 24th St;315 8th Ave;330-340 W 28th St;341-351 W 24th St;345-355 8th Ave;350 W 24th St;365 W 25th St;365 W 28th St;PENN STATION SOUTH",248754000,"270 9 AVENUE;301 WEST 28 STREET;311 WEST 24 STREET;313 8 AVENUE;330 WEST 28 STREET;341 WEST 24 STREET;343 8 AVENUE;347 WEST 25 STREET;350 WEST 24 STREET;365 WEST 28 STREET",0,NA,"Manhattan","MN04: Clinton/Chelsea",3,"Manhattan 97",10,2820,1963,"MUTUAL REDEVELOPMENT","Coop","","Affordable",1962
450001,"Kingsbridge Gardens",-73.90295512,40.88267656,"BBL 2-05760-0112","Kingsbridge Gardens",2134800,"3424 KINGSBRIDGE AVENUE",0,NA,"Bronx","BX08: Riverdale/Fieldston",11,"Bronx 287",1,191,1962,"KINGSBRIDGE REALTY AS","Rental","","Not Affordable",1962
